Search Term,Title,Price,Condition,Sold Quantity,Location,Discount,Seller Rating,Seller Sales Completed,Seller Username,Seller Location,Color,Seller Address,Payment Methods,Description
iPhone, iPhone 6s 32 Gb  Gris Espacial,269999,new,,"{'id': 'TUxBQkNPRzY5MTZa', 'name': 'Coghlan'}",,,,,,,"{'city': {'id': 'TUxBQkNPRzY5MTZa', 'name': 'Coghlan'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQlZJTDcwOTla', 'name': 'Villa Urquiza'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1019652404}",,
iPhone,"Apple iPhone SE Se (3ª Generación, 128 Gb) - Azul Medianoche - Distribuidor Autorizado",763198.8,new,,"{'id': 'TUxBQlBBVDI0ODFa', 'name': 'Paternal'}",,,,,,,"{'city': {'id': 'TUxBQlBBVDI0ODFa', 'name': 'Paternal'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQkFHUjk3NjJa', 'name': 'Agronomía'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1202690442}",,
iPhone,Apple iPhone 13 (128 Gb) - Blanco Estelar - Distribuidor Autorizado,1682999.45,new,,"{'id': 'TUxBQlBBVDI0ODFa', 'name': 'Paternal'}",,,,,,,"{'city': {'id': 'TUxBQlBBVDI0ODFa', 'name': 'Paternal'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQkFHUjk3NjJa', 'name': 'Agronomía'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1202690442}",,
iPhone,Apple iPhone 15 Pro Max (512 Gb) - Titanio Azul,2211880,new,,{'name': 'norte'},,,,,,,"{'city': {'name': 'norte'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1301294821}",,
iPhone,"Apple iPhone SE Se (3ª Generación, 128 Gb) - Blanco Estelar",839999,new,,{'name': 'PALERMO'},,,,,,,"{'city': {'name': 'PALERMO'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQlBBTDI1MTVa', 'name': 'Palermo'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1284504802}",,
iPhone,Apple iPhone 15 (256 Gb) - Negro,1436999,new,,{'name': 'PALERMO'},,,,,,,"{'city': {'name': 'PALERMO'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQlBBTDI1MTVa', 'name': 'Palermo'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1284504802}",,
iPhone, iPhone 8 64 Gb  Oro,429999,new,,{'name': 'Martínez'},,,,,,,"{'city': {'name': 'Martínez'}, 'state': {'id': 'AR-B', 'name': 'Buenos Aires'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQk1BUjExNDJa', 'name': 'Martínez'}, 'city': {'id': 'TUxBQ1NBTjg4ZmJk', 'name': 'San Isidro'}, 'state': {'id': 'TUxBUEdSQWU4ZDkz', 'name': 'Bs.As. G.B.A. Norte'}}, 'id': 1190929043}",,
iPhone,Apple iPhone 14 (256 Gb) - Medianoche,1444999,new,,{'name': 'PALERMO'},,,,,,,"{'city': {'name': 'PALERMO'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQlBBTDI1MTVa', 'name': 'Palermo'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1284504802}",,
iPhone,Apple iPhone 13 (256 Gb) - Rosa,1317499,new,,{'name': 'PALERMO'},,,,,,,"{'city': {'name': 'PALERMO'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQlBBTDI1MTVa', 'name': 'Palermo'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1284504802}",,
iPhone,Apple iPhone 14 Pro (256 Gb) - Color Plata - Distribuidor Autorizado,2571449.5,new,,"{'id': 'TUxBQlBBVDI0ODFa', 'name': 'Paternal'}",,,,,,,"{'city': {'id': 'TUxBQlBBVDI0ODFa', 'name': 'Paternal'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQkFHUjk3NjJa', 'name': 'Agronomía'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1202690442}",,
iPhone,"Apple iPhone SE Se (3ª Generación, 64 Gb) - Blanco Estelar",713999,new,,{'name': 'PALERMO'},,,,,,,"{'city': {'name': 'PALERMO'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQlBBTDI1MTVa', 'name': 'Palermo'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1284504802}",,
iPhone,"Apple iPhone SE (3ª Generación, 64 Gb) - Blanco Estelar - Distribuidor Autorizado",1047198.6,new,,"{'id': 'TUxBQlBBVDI0ODFa', 'name': 'Paternal'}",,,,,,,"{'city': {'id': 'TUxBQlBBVDI0ODFa', 'name': 'Paternal'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQkFHUjk3NjJa', 'name': 'Agronomía'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1202690442}",,
iPhone,Apple iPhone 15 Plus (128 Gb) - Verde,1545925,new,,{'name': 'PALERMO'},,,,,,,"{'city': {'name': 'PALERMO'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQlBBTDI1MTVa', 'name': 'Palermo'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1284504802}",,
iPhone,Apple iPhone 15 Pro (512 Gb) - Titanio Negro,2202283,new,,{'name': 'Villa Luzuriaga'},,,,,,,"{'city': {'name': 'Villa Luzuriaga'}, 'state': {'id': 'AR-B', 'name': 'Buenos Aires'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQlZJTDM3ODRa', 'name': 'Villa Luzuriaga'}, 'city': {'id': 'TUxBQ0xBTWF0YW56', 'name': 'La Matanza'}, 'state': {'id': 'TUxBUEdSQWVmNTVm', 'name': 'Bs.As. G.B.A. Oeste'}}, 'id': 268872829}",,
iPhone,Apple iPhone 15 Pro (1 0tb) - Titanio Natural,2299990,new,,"{'id': 'TUxBQk7a0TcwOTRa', 'name': 'Núñez'}",,,,,,,"{'city': {'id': 'TUxBQk7a0TcwOTRa', 'name': 'Núñez'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQk7a0TcwOTRa', 'name': 'Núñez'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1196614349}",,
iPhone, iPhone 13 iPhone 13 128 Gb  Azul Medianoche A2633,919000,new,,{'name': 'norte'},,,,,,,"{'city': {'name': 'norte'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1301294821}",,
iPhone,Apple iPhone 12 (128 Gb) - Negro,925500,new,,"{'id': 'TUxBQk1PTjUxOTJa', 'name': 'Monserrat'}",,,,,,,"{'city': {'id': 'TUxBQk1PTjUxOTJa', 'name': 'Monserrat'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQk1PTjUxOTJa', 'name': 'Monserrat'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1332521508}",,
iPhone, iPhone 13 iPhone 13 128 Gb  Blanco Estelar A2635,1151000,new,,"{'id': 'TUxBQkJBTDMxMDZa', 'name': 'Balvanera'}",,,,,,,"{'city': {'id': 'TUxBQkJBTDMxMDZa', 'name': 'Balvanera'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQkJBTDMxMDZa', 'name': 'Balvanera'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1129949031}",,
iPhone,"iPhone X 64 Gb Blanco, Cable, Cargador Nuevos ",479590,new,,"{'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}",,,,,,,"{'city': {'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}, 'state': {'id': 'AR-B', 'name': 'Buenos Aires'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQkZSQTY5ODZa', 'name': 'Francisco Álvarez'}, 'city': {'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}, 'state': {'id': 'TUxBUEdSQWVmNTVm', 'name': 'Bs.As. G.B.A. Oeste'}}, 'id': 1205252971}",,
iPhone,Apple iPhone 12 (256 Gb) - Azul,1149990,new,,"{'id': 'TUxBQk7a0TcwOTRa', 'name': 'Núñez'}",,,,,,,"{'city': {'id': 'TUxBQk7a0TcwOTRa', 'name': 'Núñez'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQk7a0TcwOTRa', 'name': 'Núñez'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1196614349}",,
iPhone,Apple iPhone 14 Plus (256 Gb) - (product)red,1489999,new,,{'name': 'PALERMO'},,,,,,,"{'city': {'name': 'PALERMO'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQlBBTDI1MTVa', 'name': 'Palermo'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1284504802}",,
iPhone,"Apple iPhone SE Se (3ª Generación, 256 Gb) - Product(red)",1094000,new,,{'name': 'Capital Federal'},,,,,,,"{'city': {'name': 'Capital Federal'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1237435613}",,
iPhone,Apple iPhone 13 Pro (128 Gb) - Oro,990000,new,,"{'id': 'TUxBQ0NBUDNhM2Jh', 'name': 'Posadas'}",,,,,,,"{'city': {'id': 'TUxBQ0NBUDNhM2Jh', 'name': 'Posadas'}, 'state': {'id': 'AR-N', 'name': 'Misiones'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'city': {'id': 'TUxBQ0NBUDNhM2Jh', 'name': 'Posadas'}, 'state': {'id': 'TUxBUE1JU3MzNjIx', 'name': 'Misiones'}}, 'id': 194196683}",,
iPhone,iPhone 15 Pro Max (1 tb) Titanio Natural,2623752,new,,{'name': 'PALERMO'},,,,,,,"{'city': {'name': 'PALERMO'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQlBBTDI1MTVa', 'name': 'Palermo'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1284504802}",,
iPhone,Apple iPhone 14 Pro (256 Gb) - Negro Espacial,1999999,new,,"{'id': 'TUxBQlJFQzkyMTVa', 'name': 'Recoleta'}",,,,,,,"{'city': {'id': 'TUxBQlJFQzkyMTVa', 'name': 'Recoleta'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQlJFQzkyMTVa', 'name': 'Recoleta'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1250050177}",,
iPhone,Apple iPhone X Silver 256gb Cable Funda Glass,593050,new,,"{'id': 'TUxBQkNBQjM4MDda', 'name': 'Caballito'}",,,,,,,"{'city': {'id': 'TUxBQkNBQjM4MDda', 'name': 'Caballito'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQkNBQjM4MDda', 'name': 'Caballito'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1035051566}",,
iPhone,Apple iPhone XR 128gb Negro Cargador Cable Funda Glass,551650,new,,"{'id': 'TUxBQkNBQjM4MDda', 'name': 'Caballito'}",,,,,,,"{'city': {'id': 'TUxBQkNBQjM4MDda', 'name': 'Caballito'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQkNBQjM4MDda', 'name': 'Caballito'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1035051566}",,
iPhone, iPhone 8 64 Gb Gold Rose Liberado ,392599,new,,{'name': 'Garín'},,,,,,,"{'city': {'name': 'Garín'}, 'state': {'id': 'AR-B', 'name': 'Buenos Aires'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQkdBUjY5ODBa', 'name': 'Garín'}, 'city': {'id': 'TUxBQ0VTQzQ3YTc0', 'name': 'Escobar'}, 'state': {'id': 'TUxBUEdSQWU4ZDkz', 'name': 'Bs.As. G.B.A. Norte'}}, 'id': 1341909664}",,
iPhone,"Apple iPhone 11 (64 Gb) - Negro Cable, Cargador",499800,new,,"{'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}",,,,,,,"{'city': {'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}, 'state': {'id': 'AR-B', 'name': 'Buenos Aires'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQkZSQTY5ODZa', 'name': 'Francisco Álvarez'}, 'city': {'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}, 'state': {'id': 'TUxBUEdSQWVmNTVm', 'name': 'Bs.As. G.B.A. Oeste'}}, 'id': 1205252971}",,
iPhone,Apple iPhone 12 Mini (64 Gb) - Morado,859000,new,,"{'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}",,,,,,,"{'city': {'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}, 'state': {'id': 'AR-B', 'name': 'Buenos Aires'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQkZSQTY5ODZa', 'name': 'Francisco Álvarez'}, 'city': {'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}, 'state': {'id': 'TUxBUEdSQWVmNTVm', 'name': 'Bs.As. G.B.A. Oeste'}}, 'id': 1205252971}",,
iPhone,iPhone 13 Silver 256 Gb  88%,970000,new,,"{'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}",,,,,,,"{'city': {'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}, 'state': {'id': 'AR-B', 'name': 'Buenos Aires'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQkZSQTY5ODZa', 'name': 'Francisco Álvarez'}, 'city': {'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}, 'state': {'id': 'TUxBUEdSQWVmNTVm', 'name': 'Bs.As. G.B.A. Oeste'}}, 'id': 1205252971}",,
iPhone,Apple iPhone 14 Pro 256gb Sellado 1 Año De Garantia Oficial,1649990,new,,"{'id': 'TUxBQk7a0TcwOTRa', 'name': 'Núñez'}",,,,,,,"{'city': {'id': 'TUxBQk7a0TcwOTRa', 'name': 'Núñez'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQk7a0TcwOTRa', 'name': 'Núñez'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1196614349}",,
iPhone,"Apple iPhone XS 64 Gb  Gris Espacial Cable, Cargador",457000,new,,"{'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}",,,,,,,"{'city': {'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}, 'state': {'id': 'AR-B', 'name': 'Buenos Aires'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQkZSQTY5ODZa', 'name': 'Francisco Álvarez'}, 'city': {'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}, 'state': {'id': 'TUxBUEdSQWVmNTVm', 'name': 'Bs.As. G.B.A. Oeste'}}, 'id': 1205252971}",,
iPhone,iPhone 12 128 Gb Medianoche,698000,new,,"{'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}",,,,,,,"{'city': {'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}, 'state': {'id': 'AR-B', 'name': 'Buenos Aires'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQkZSQTY5ODZa', 'name': 'Francisco Álvarez'}, 'city': {'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}, 'state': {'id': 'TUxBUEdSQWVmNTVm', 'name': 'Bs.As. G.B.A. Oeste'}}, 'id': 1205252971}",,
iPhone,iPhone 11 (64 Gb) - Negro Apple,665400,new,,"{'id': 'TUxBQlNBTjgzMjRa', 'name': 'San Nicolás'}",,,,,,,"{'city': {'id': 'TUxBQlNBTjgzMjRa', 'name': 'San Nicolás'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQlNBTjgzMjRa', 'name': 'San Nicolás'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 56108146}",,
iPhone,Apple iPhone 15 Pro Max (256 Gb) Nuevo Liberado Caja Sellada,1769970.51,new,,{'name': 'SAN TELMO'},,,,,,,"{'city': {'name': 'SAN TELMO'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQlNBTjgxMzNa', 'name': 'San Telmo'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1295187384}",,
iPhone,iPhone 13 Pro Max 256 Gb Grafito ,1381890,new,,"{'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}",,,,,,,"{'city': {'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}, 'state': {'id': 'AR-B', 'name': 'Buenos Aires'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQkZSQTY5ODZa', 'name': 'Francisco Álvarez'}, 'city': {'id': 'TUxBQ01PUmViMTE3', 'name': 'Moreno'}, 'state': {'id': 'TUxBUEdSQWVmNTVm', 'name': 'Bs.As. G.B.A. Oeste'}}, 'id': 1205252971}",,
iPhone,Apple iPhone 14 Pro Max (128 Gb) - Morado Oscuro,3329999.1,new,,"{'id': 'TUxBQlBBVDI0ODFa', 'name': 'Paternal'}",,,,,,,"{'city': {'id': 'TUxBQlBBVDI0ODFa', 'name': 'Paternal'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQlBBVDI0ODFa', 'name': 'Paternal'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1133569285}",,
iPhone,Apple iPhone 15 Pro Max (256 Gb) Azul / Blanco Titanio,1770982.46,new,,"{'id': 'TUxBQlNBTjgxMzNa', 'name': 'San Telmo'}",,,,,,,"{'city': {'id': 'TUxBQlNBTjgxMzNa', 'name': 'San Telmo'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQlNBTjgxMzNa', 'name': 'San Telmo'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1096307075}",,
iPhone,Apple iPhone 8 64gb Rose Gold - Bateria 100%,347697,new,,"{'id': 'TUxBQ1FVSWI1MzY', 'name': 'Quilmes'}",,,,,,,"{'city': {'id': 'TUxBQ1FVSWI1MzY', 'name': 'Quilmes'}, 'state': {'id': 'AR-B', 'name': 'Buenos Aires'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'city': {'id': 'TUxBQ1FVSWI1MzY', 'name': 'Quilmes'}, 'state': {'id': 'TUxBUEdSQXJlMDNm', 'name': 'Bs.As. G.B.A. Sur'}}, 'id': 1266265716}",,
Samsung Galaxy,Samsung Galaxy A51 128 Gb Black 4 Gb Ram Liberado,267999,new,,{'name': 'Garín'},,,,,,,"{'city': {'name': 'Garín'}, 'state': {'id': 'AR-B', 'name': 'Buenos Aires'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQkdBUjY5ODBa', 'name': 'Garín'}, 'city': {'id': 'TUxBQ0VTQzQ3YTc0', 'name': 'Escobar'}, 'state': {'id': 'TUxBUEdSQWU4ZDkz', 'name': 'Bs.As. G.B.A. Norte'}}, 'id': 1341909664}",,
Samsung Galaxy,Samsung Galaxy A04 64gb Color Blanco,177078,new,,"{'id': 'TUxBQkJBUjM0MDha', 'name': 'Barracas'}",,,,,,,"{'city': {'id': 'TUxBQkJBUjM0MDha', 'name': 'Barracas'}, 'state': {'id': 'AR-C', 'name': 'Capital Federal'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TUxBQkJBUjM0MDha', 'name': 'Barracas'}, 'city': {'id': 'TUxBQ0NBUGZlZG1sYQ', 'name': 'Capital Federal'}, 'state': {'id': 'TUxBUENBUGw3M2E1', 'name': 'Capital Federal'}}, 'id': 1308341979}",,
Samsung Galaxy,"Samsung Galaxy A04e 3+64gb 6,5 Pulgadas Octa-core Color Black",159999,new,,{'name': 'Villa Celina'},,,,,,,"{'city': {'name': 'Villa Celina'}, 'state': {'id': 'AR-B', 'name': 'Buenos Aires'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'search_location': {'neighborhood': {'id': 'TVhYVmlsbGEgQ2VsaW5hVFV4QlEweEJUV0YwW', 'name': 'Villa Celina'}, 'city': {'id': 'TUxBQ0xBTWF0YW56', 'name': 'La Matanza'}, 'state': {'id': 'TUxBUEdSQWVmNTVm', 'name': 'Bs.As. G.B.A. Oeste'}}, 'id': 1118245173}",,
Samsung Galaxy,Samsung Galaxy A54 5g 256 Gb  Awesome Graphite 8 Gb Ram,694999,new,,"{'id': 'QVItQkJlY2Nhcg', 'name': 'Beccar'}",,,,,,,"{'city': {'id': 'QVItQkJlY2Nhcg', 'name': 'Beccar'}, 'state': {'id': 'AR-B', 'name': 'Buenos Aires'}, 'country': {'id': 'AR', 'name': 'Argentina'}, 'id': 426174402}",,
